,Word,Frequency
2584,KIT (~$70),1
2585,(~$70) 👨‍👩‍👧,1
2586,➕ 5,1
2587,5 KIT,1
2588,KIT (~$11.6),1
2589,(~$11.6) 🔛,1
2590,Information: https://t.co/Ew3ltr6vd7,1
2591,https://t.co/Ew3ltr6vd7 #cryptocurrency,1
2592,#Airdrop #KIT,1
2593,#KIT #KittenWorld,1
2594,#KittenWorld #AirdropStario,1
2595,CNBC told,1
2596,told you,1
2597,you to,3
2598,buy Bitcoin,2
2599,Bitcoin at,1
2600,"at $60,000.",1
2601,"$60,000. Now",1
2602,Now they,1
2603,they tell,1
2604,to sell,1
2605,sell at,1
2606,"at $30,000.",1
2607,"$30,000. When",1
2608,When will,1
2609,will these,1
2610,these clowns,1
2611,clowns understand,1
2612,understand that,1
2613,that this,1
2614,an accumulation,1
2615,accumulation game?Price,1
2616,game?Price doesn’t,1
2617,doesn’t matter.,1
2618,While the,1
2619,the children,1
2620,children have,1
2621,have been,2
2622,been telling,1
2623,telling you,1
2624,"and ""Short",1
2625,"""Short The",1
2626,"The Banks""",1
2627,"Banks"" the",1
2628,the adults,1
2629,adults have,1
2630,been working,1
2631,working with,1
2632,banks to,1
2633,to build,1
2634,build a,1
2635,new financial,1
2636,financial system,1
2637,system #xrp,1
2638,#xrp #xlm,1
2639,#xlm https://t.co/oIeuWa9tc1,1
2640,Hubiera sido,1
2641,sido bueno,1
2642,bueno que,1
2643,que los,1
2644,los diputados,1
2645,diputados analizaran,1
2646,analizaran los,1
2647,los beneficios,1
2648,beneficios y,1
2649,y las,1
2650,las consecuencias,1
2651,consecuencias de,1
2652,la ley,1
2653,ley Bitcoin,1
2654,Bitcoin antes,1
2655,antes de,1
2656,de aprobarla,1
2657,aprobarla a,1
2658,a la,1
2659,la carrera.,1
2660,carrera. 🤦🏼‍♂️,1
2661,🤦🏼‍♂️ Por,1
2662,Por eso,1
2663,eso el,1
2664,el proceso,1
2665,proceso de,1
2666,de formación,1
2667,formación de,1
2668,de leyes,1
2669,leyes exige,1
2670,exige discusión,1
2671,discusión en,1
2672,las comisiones,1
2673,comisiones invitando,1
2674,invitando a,1
2675,a escuchar,1
2676,escuchar a,1
2677,a expertos,1
2678,expertos en,1
2679,en cada,1
2680,cada tema.,1
2681,What happens,1
2682,happens when,1
2683,when Texas,1
2684,Texas owns,1
2685,owns most,1
2686,most of,1
2687,#bitcoin hash,1
2688,hash power,1
2689,power instead,1
2690,of China?,1
2691,@criptobastardo Cheerful,1
2692,Cheerful consistency,1
2693,consistency and,1
2694,and constructive,1
2695,constructive engagement,1
2696,engagement is,1
2697,is how,1
2698,how we,1
2699,we win,1
2700,win over,1
2701,to our,1
2702,our cause.,1
2703,cause. #Bitcoin,1
2704,is hope,1
2705,hope for,1
2706,for Venezuela.,1
2707,Venezuela. I,1
2708,I look,1
2709,look forward,1
2710,forward to,1
2711,the interview.,1
2712,interview. Let's,1
2713,Let's do,1
2714,do it.,2
2715,it. 😀🌎🔥,1
2716,China's $1,1
2717,$1 Trillion,1
2718,"Trillion mistake,",1
2719,"mistake, #Bitcoin",1
2720,#Bitcoin miners,1
2721,miners being,1
2722,being shipped,1
2723,shipped away.,1
2724,away. https://t.co/wxoO9BMDUy,1
2725,Say goodbye,1
2726,goodbye to,1
2727,to Bitcoin,1
2728,and hello,1
2729,hello to,1
2730,digital dollar:,1
2731,dollar: https://t.co/00Vw27tver,1
2732,https://t.co/00Vw27tver https://t.co/vcMsTuWIBu,1
2733,the new,2
2734,"new gold,",2
2735,"gold, but",2
2736,but much,1
2737,more portable.,1
2738,portable. -,1
2739,"Salinas, Mexico's",1
2740,Mexico's 3rd,1
2741,“It is,1
2742,is never,1
2743,never too,1
2744,too late,1
2745,late to,1
2746,be what,1
2747,what you,2
2748,you might,1
2749,might have,1
2750,have been.”,1
2751,been.” -,1
2752,- George,1
2753,George Eliot,1
2754,Eliot on,1
2755,"Salinas, third",1
2756,third richest,1
2757,"in Mexico,",2
2758,"Mexico, ""Me",1
2759,"""Me and",1
2760,Mexico 🇲🇽,1
2761,🇲🇽 to,1
2762,"accept #Bitcoin""",1
2763,Fiat is,2
2764,"a fraud,",1
2765,"fraud, buy",1
2766,buy #Bitcoin,1
2767,#Bitcoin says,1
2768,says Billionaire,1
2769,Billionaire Salinas:,1
2770,"Salinas: “Look,",1
2771,"“Look, I",1
2772,I started,1
2773,started my,1
2774,my career,1
2775,career in,1
2776,"in 1981,",1
2777,"1981, Mexican",1
2778,Mexican Peso,1
2779,Peso was,1
2780,was 20,1
2781,20 to,1
2782,to $1.,1
2783,$1. Today,1
2784,Today we,1
2785,we are,1
2786,are at,1
2787,"at 20,000",1
2788,"20,000 to",1
2789,to 1.,1
2790,1. “And,1
2791,“And that,1
2792,is in,1
2793,"Mexico, but",1
2794,but if,1
2795,if we,2
2796,we look,1
2797,"at Venezuela,",1
2798,"Venezuela, Argentina",1
2799,Argentina or,1
2800,"or Zimbabwe,",1
2801,"Zimbabwe, numbers",1
2802,numbers lose,1
2803,lose all,1
2804,all proportions.”,1
2805,proportions.” https://t.co/KSIzo86xcd,1
2806,https://t.co/KSIzo86xcd https://t.co/oJEmCGVF21,1
2807,RIP Mircea,1
2808,Mircea Popescu,1
2809,Popescu (1980,1
2810,(1980 –,1
2811,– 2021),1
2812,2021) Called,1
2813,"Called ""The",1
2814,"""The Father",1
2815,Father of,1
2816,"Bitcoin Toxicity""",1
2817,"Toxicity"" by",1
2818,"by some,",1
2819,"some, Mircea",1
2820,Mircea will,1
2821,will endure,1
2822,endure as,1
2823,as one,1
2824,one of,2
2825,of #Bitcoin's,1
2826,#Bitcoin's most,1
2827,most vilified,1
2828,vilified figures,1
2829,figures and,1
2830,and inarguably,1
2831,inarguably one,1
2832,of its,1
2833,its greatest,1
2834,greatest philosophers.,1
2835,philosophers. In,1
2836,"In memory,",1
2837,"memory, a",1
2838,a collection,1
2839,collection of,1
2840,of my,1
2841,my favorite,1
2842,favorite MP,1
2843,MP quotes,1
2844,quotes below.,1
2845,below. https://t.co/KMoIfKGeSk,1
2846,1/ #BITCOIN,1
2847,"#BITCOIN thread,",1
2848,"thread, monthly",1
2849,monthly update,1
2850,update Sentiment:,1
2851,Sentiment: Bearish😡,1
2852,Bearish😡 Price,1
2853,Price Action:,1
2854,Action: Bearish📉,1
2855,Bearish📉 Investors:,1
2856,Investors: Angry/Scared/Rekt🤒,1
2857,Angry/Scared/Rekt🤒 Is,1
2858,Is it,1
2859,it all,1
2860,all over?,1
2861,over? Let’s,1
2862,Let’s look,1
2863,at certain,1
2864,"certain data,",1
2865,"data, to",1
2866,to paint,1
2867,paint a,1
2868,a picture,1
2869,picture of,1
2870,the current,3
2871,current state,1
2872,state of,1
2873,the market.,1
2874,market. I,1
2875,I hope,1
2876,hope it,1
2877,it helps!🔥✌️,1
2878,helps!🔥✌️ 1/43,1
2879,1/43 https://t.co/raJm7jv3Mk,1
2880,#Bitcoin conference,1
2881,conference 😂,1
2882,😂 https://t.co/VAIei9KAg1,1
2883,Interviewer: “If,1
2884,“If you,1
2885,you could,1
2886,could choose,1
2887,choose an,1
2888,"an asset,",1
2889,"asset, or",1
2890,or money,1
2891,money to,1
2892,to take,2
2893,take 30,1
2894,30 years,1
2895,years in,1
2896,in to,1
2897,"the future,",1
2898,"future, what",1
2899,what would,1
2900,would you,1
2901,you take?”,1
2902,take?” Mexico’s,1
2903,"richest billionaire,",1
2904,"billionaire, Ricardo",1
2905,Salinas Pliego:,1
2906,Pliego: “No,1
2907,“No paper,1
2908,paper bills,1
2909,bills …,1
2910,… no,1
2911,no stinky,1
2912,stinky fiat.,1
2913,fiat. I,1
2914,I would,1
2915,would take,1
2916,take #Bitcoin.”,1
2917,#Bitcoin.” https://t.co/PZe980Nblb,1
2918,"richest man,",1
2919,"man, @RicardoBSalinas",1
2920,@RicardoBSalinas says:,1
2921,says: •,1
2922,• Fiat,1
2923,a fraud;,1
2924,fraud; •,1
2925,• I,1
2926,I will,2
2927,hold #Bitcoin,1
2928,#Bitcoin for,1
2929,for 30,1
2930,30 years.,2
2931,years. This,1
2932,way 🙌,1
2933,🙌 https://t.co/h8nsvcf6Nk,1
2934,You can’t,1
2935,can’t kill,1
2936,kill #Bitcoin,1
2937,#Bitcoin China,1
2938,China tried,2
2939,tried and,1
2940,and failed,1
2941,failed 💪,1
2942,The hash,1
2943,rate has,1
2944,has dropped,1
2945,dropped by,1
2946,by 45%,1
2947,45% and,1
2948,and #Bitcoin,1
2949,just keeps,1
2950,keeps working,1
2951,working -,1
2952,- like,1
2953,like clockwork,1
2954,clockwork 🙌,1
2955,🙌 😉,1
2956,😉 https://t.co/16PKLEvGMT,1
2957,⚠️BREAKING: *UK,1
2958,*UK FINANCIAL,1
2959,FINANCIAL REGULATOR,1
2960,REGULATOR BANS,1
2961,BANS CRYPTO,1
2962,CRYPTO EXCHANGE,1
2963,EXCHANGE BINANCE,1
2964,BINANCE FROM,1
2965,FROM UK,1
2966,UK -,1
2967,- https://t.co/Fr1U8DbsFQ,1
2968,https://t.co/Fr1U8DbsFQ #BTC,1
2969,#BTC #BITCOIN,1
2970,#BITCOIN https://t.co/R5gu7DiU0s,1
2971,💧 MoonFarmer,1
2972,MoonFarmer Airdrop,1
2973,5 Million,1
2974,Million MFM,1
2975,MFM 👨‍👩‍👧,1
2976,"➕ 500,000",1
2977,"500,000 MFM",1
2978,MFM 🔛,1
2979,h https://t.me/AirdropStar/1580,1
2980,https://t.me/AirdropStar/1580 #cryptocurrency,1
2981,#Airdrop #MFM,1
2982,#MFM #MoonFarmer,1
2983,#MoonFarmer #AirdropStario,1
2984,#bitcoin: short,1
2985,short term,3
2986,"term volatile,",1
2987,"volatile, long",1
2988,long term,1
2989,term trending,1
2990,trending up,1
2991,up https://t.co/bEhhaestKr,1
2992,At the,1
2993,the upcoming,1
2994,upcoming #bitcoin,1
2995,#bitcoin event,2
2996,"event ""The",1
2997,"""The B",2
2998,"B Word,""",1
2999,"Word,"" Elon",1
3000,Dorsey have,2
3001,have agreed,2
3002,agreed to,2
3003,"have ""the",2
3004,"""the talk.""",1
3005,"talk."" #cryptocurrency",1
3006,#cryptocurrency https://t.co/FIxq61wLsT,1
3007,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り5日 抽選で1名の方に,1
3008,応募期間 6月27日まで,1
3009,6月27日まで 参加条件,1
3010,According to,1
3011,to this,1
3012,this #Bitcoin,1
3013,"#Bitcoin analysis,",1
3014,"analysis, if",1
3015,we factor,1
3016,factor in,1
3017,in that,1
3018,that the,1
3019,the bull,1
3020,bull cycles,1
3021,cycles are,1
3022,are getting,1
3023,getting longer,1
3024,longer and,1
3025,"and longer,",1
3026,"longer, then",1
3027,then that,1
3028,that would,1
3029,would give,1
3030,give us,1
3031,us a,1
3032,a blow-off,1
3033,blow-off top,1
3034,top between,1
3035,between November,1
3036,November 2021,1
3037,2021 and,1
3038,and September,1
3039,September 2022,1
3040,2022 with,1
3041,a price,1
3042,"of $300,000",1
3043,"$300,000 -",1
3044,"- $558,000.",1
3045,"$558,000. Don’t",1
3046,Don’t panic,1
3047,panic because,1
3048,this correction!,1
3049,correction! https://t.co/T0x6w0xoYk,1
3050,#Bitcoin miner,1
3051,miner outflows,1
3052,outflows hit,1
3053,hit a,1
3054,a 5-year,1
3055,5-year low,1
3056,low yesterday.,1
3057,yesterday. Miners,1
3058,Miners are,1
3059,not selling,1
3060,selling much,1
3061,much these,1
3062,these days.,1
3063,days. https://t.co/AXOFdbYMTc,1
3064,"@michael_saylor Sure,",1
3065,"Sure, I",1
3066,I recommend,1
3067,"of #Bitcoin,",1
3068,"#Bitcoin, and",1
3069,"accept #Bitcoin,",1
3070,"#Bitcoin, if",1
3071,if you,1
3072,you need,5
3073,need more,1
3074,more details,1
3075,details or,1
3076,or information,1
3077,information follow,1
3078,follow me,1
3079,on my,1
3080,my Twitter,1
3081,Twitter account,1
3082,account 😌.,1
3083,That’s totally,1
3084,"totally right,",1
3085,"right, #Bitcoin",1
3086,but too,1
3087,"more portable,",1
3088,"portable, transport",1
3089,transport #Bitcoin,1
3090,is so,1
3091,so much,1
3092,much easier,1
3093,easier than,1
3094,than having,1
3095,having your,1
3096,your in,1
3097,in pockets,1
3098,pockets gold,1
3099,gold bars,1
3100,bars 🤪…,1
3101,🤪… and,1
3102,and i,1
3103,i know,1
3104,that I’m,1
3105,I’m going,1
3106,be attacked,1
3107,attacked by,1
3108,by gold,1
3109,gold lovers,1
3110,lovers 😜😌,1
3111,Bitcoin v,1
3112,v Ripple,1
3113,Ripple https://t.co/YlU1Plry8t,1
3114,$240 in,1
3115,I wake,1
3116,wake up,1
3117,to 240k.,1
3118,240k. Just,1
3119,When everyone,1
3120,everyone is,3
3121,is talking,2
3122,talking about,2
3123,about #bitcoin’s,1
3124,"#bitcoin’s problems,",1
3125,"problems, that’s",1
3126,that’s when,1
3127,when you,1
3128,"you ___,",1
3129,"___, because",1
3130,because everyone,1
3131,about #bitcoin.,1
3132,Bottom’s in,1
3133,in y’all.,1
3134,y’all. Teen,1
3135,Teen Executive,1
3136,Executive buying,1
3137,buying Bitcoin.,1
3138,Bitcoin. https://t.co/QAo2m5CJcX,1
3139,"""Asymmetric opportunities:",1
3140,opportunities: Invest,1
3141,Invest in,1
3142,in startups,1
3143,startups Start,1
3144,Start a,1
3145,a company,1
3146,company Create,1
3147,Create a,2
3148,"a book,",1
3149,"book, podcast,",1
3150,"podcast, video",1
3151,video Create,1
3152,a (software),1
3153,(software) product,1
3154,product Go,1
3155,Go on,1
3156,on many,1
3157,many first,1
3158,first dates,1
3159,dates Go,1
3160,Go to,1
3161,a cocktail,1
3162,cocktail party,1
3163,party Read,1
3164,Read a,1
3165,a Lindy,1
3166,Lindy book,1
3167,book Move,1
3168,Move to,1
3169,a big,1
3170,big city,1
3171,city Buy,1
3172,Buy Bitcoin,1
3173,"Bitcoin Tweet.""",1
3174,"Tweet."" @naval",1
3175,Nothing is,1
3176,is as,1
3177,as certain,1
3178,certain as,1
3179,as 21,1
3180,million bitcoin.,1
3181,bitcoin. https://t.co/7wy7wG3Jqa,1
3182,Bitcoin isn't,1
3183,isn't just,1
3184,just going,1
3185,"to zero,",1
3186,"zero, it's",1
3187,it's going,1
3188,to six,1
3189,six zeros,1
3190,zeros with,1
3191,a one,1
3192,one in,1
3193,in front,1
3194,front of,1
3195,of it.,1
3196,Why Nassim,1
3197,Nassim Taleb,1
3198,Taleb Thinks,1
3199,Thinks Bitcoin,1
3200,is Going,1
3201,Going to,1
3202,to Zero,1
3203,Zero Dollars:,1
3204,Dollars: Explained,1
3205,Explained in,1
3206,in 4,1
3207,4 Minutes,1
3208,Minutes https://t.co/G4Bn7Dqy33,1
3209,https://t.co/G4Bn7Dqy33 #bitcoin,1
3210,#bitcoin #bitcoinblackpaper,1
3211,#bitcoinblackpaper #BitcoinCrash,1
3212,#BitcoinCrash #BTCUSD,1
3213,are hoping,1
3214,hoping to,1
3215,to preserve,1
3216,preserve your,1
3217,your wealth,1
3218,wealth for,1
3219,"a generation,",1
3220,"generation, @RicardoBSalinas",1
3221,@RicardoBSalinas suggests,1
3222,suggests you,1
3223,you invest,1
3224,invest in,2
3225,in #bitcoin.,1
3226,#bitcoin. The,1
3227,The strategy,1
3228,strategy is,1
3229,is simple,1
3230,simple -,1
3231,- choose,1
3232,choose the,1
3233,the highest,1
3234,highest quality,1
3235,quality asset,1
3236,asset you,1
3237,can find,1
3238,find and,1
3239,and #hodl.,1
3240,"2008: idea,",1
3241,"idea, 1",1
3242,1 CPU,1
3243,CPU =,1
3244,= 1,1
3245,1 vote,1
3246,vote 2021:,1
3247,2021: mining,1
3248,mining becomes,1
3249,becomes a,1
3250,a geopolitical,1
3251,geopolitical decision,1
3252,decision concerning,1
3253,concerning monetary,1
3254,monetary policy,1
3255,policy and,1
3256,the wealth,1
3257,wealth of,1
3258,of nations,1
3259,nations There’s,1
3260,There’s a,1
3261,a trajectory,1
3262,trajectory worth,1
3263,worth observing,1
3264,observing here.,1
3265,here. And,1
3266,And I,1
3267,I notice,1
3268,notice that,1
3269,is still,1
3270,still only,1
3271,only at,1
3272,at 2%,1
3273,2% global,1
3274,global adoption.,1
3275,Here is,1
3276,a video,1
3277,video of,1
3278,of Mexico’s,1
3279,Mexico’s third,1
3280,third wealthiest,1
3281,wealthiest man,1
3282,man explaining,1
3283,explaining why,1
3284,why he,1
3285,he believes,1
3286,believes all,1
3287,all fiat,1
3288,fiat currencies,1
3289,currencies are,2
3290,are a,1
3291,a fraud,1
3292,fraud and,1
3293,and he,1
3294,he wants,1
3295,wants to,1
3296,to hold,1
3297,hold bitcoin,1
3298,next 30,1
3299,years. Incredible,1
3300,Incredible to,1
3301,see this,1
3302,this from,1
3303,from @RicardoBSalinas,1
3304,@RicardoBSalinas given,1
3305,given his,1
3306,his historic,1
3307,historic wealth,1
3308,wealth and,1
3309,and success.,1
3310,success. https://t.co/FDVPxgWfFj,1
3311,Tesla CEO,1
3312,CEO Elon,1
3313,and Twitter,1
3314,Twitter CEO,1
3315,CEO Jack,1
3316,"""the talk""",1
3317,"talk"" at",1
3318,event called,1
3319,"called ""The",1
3320,"B Word.""",1
3321,"Word."" #cryptocurrency",1
3322,#cryptocurrency #elonmusk,1
3323,#elonmusk https://t.co/FIxq61wLsT,1
3324,tried to,1
3325,to kill,1
3326,kill #bitcoin,1
3327,and it,1
3328,it didn't,1
3329,didn't die.,1
3330,die. Let,1
3331,Let that,1
3332,that sink,1
3333,sink in,1
3334,in and,1
3335,and then,2
3336,then act,1
3337,act accordingly.,1
3338,is love,1
3339,love https://t.co/vZjRPMNCVJ,1
3340,Be the,1
3341,the person,2
3342,person that,1
3343,has $100k,1
3344,$100k in,1
3345,and a,1
3346,a $10k,1
3347,$10k car.,1
3348,car. Don’t,1
3349,Don’t be,1
3350,person with,1
3351,a $100k,1
3352,$100k car,1
3353,car and,1
3354,and $10k,1
3355,$10k in,1
3356,"""#Bitcoin should",1
3357,every investor's,1
3358,"investor's portfolio""",1
3359,"portfolio"" ""The",1
3360,"""The fraud",1
3361,fraud FIAT,1
3362,FIAT is,1
3363,is inherent,1
3364,inherent to,1
3365,the FIAT,1
3366,FIAT system,1
3367,system and,1
3368,and we,1
3369,we can,1
3370,can see,1
3371,see it,1
3372,it today,1
3373,today in,1
3374,the USA...the,1
3375,USA...the dollar,1
3376,dollar as,1
3377,as hard,1
3378,hard money,1
3379,money is,1
3380,"a joke""",1
3381,"joke"" -",1
3382,Pliego @RicardoBSalinas,1
3383,@RicardoBSalinas (Mexican,1
3384,"(Mexican billionaire,",1
3385,"billionaire, 3rd",1
3386,3rd richest),1
3387,richest) CC:,1
3388,CC: @michael_saylor,1
3389,@michael_saylor https://t.co/InkjLQWCoe,1
3390,#Bitcoin now,1
3391,now =,1
3392,= 130M,2
3393,130M users,2
3394,users Internet,1
3395,Internet in,1
3396,in 1997,1
3397,1997 =,1
3398,is #Bitcoin🇵🇾,1
3399,The largest,1
3400,largest infrastructure,1
3401,infrastructure displacement,1
3402,displacement in,1
3403,is taking,1
3404,taking place—roughly,1
3405,place—roughly 45%,1
3406,45% of,1
3407,the #Bitcoin,1
3408,mining industry,1
3409,industry is,1
3410,is relocating,1
3411,relocating continents.,1
3412,continents. Does,1
3413,Does this,1
3414,this affect,1
3415,affect users?,1
3416,users? Blocks,1
3417,Blocks may,1
3418,may take,1
3419,take an,1
3420,an extra,1
3421,extra minute,1
3422,minute to,1
3423,"be mined,",1
3424,"mined, temporarily.",1
3425,temporarily. Other,1
3426,Other than,1
3427,"than that,",1
3428,"that, #Bitcoin",1
3429,is completely,1
3430,completely unaffected.,1
3431,unaffected. https://t.co/1bUNqRZXLS,1
3432,Iran sells,1
3433,sells energy,1
3434,energy on,1
3435,on global,2
3436,global markets,1
3437,markets by,1
3438,by using,1
3439,using #Bitcoin,1
3440,mining to,1
3441,to bypass,1
3442,bypass US,1
3443,US sanctions.,1
3444,sanctions. It,1
3445,It uses,1
3446,uses electricity,1
3447,electricity equivalent,1
3448,equivalent to,2
3449,10 million,1
3450,million barrels,1
3451,barrels of,1
3452,of crude,1
3453,crude oil,1
3454,oil each,1
3455,each year,1
3456,year for,1
3457,for #Bitcoin,1
3458,mining -,1
3459,- around,1
3460,around 4%,1
3461,4% of,1
3462,of total,1
3463,total Iranian,1
3464,Iranian oil,1
3465,oil Iran,1
3466,Iran generates,1
3467,generates 100s,1
3468,100s of,1
3469,millions in,1
3470,in USD,1
3471,USD in,1
3472,- Reuters,1
3473,Gran sábado,1
3474,sábado de,1
3475,"de verano,",1
3476,"verano, como",1
3477,como para,1
3478,para estar,1
3479,estar en,1
3480,en una,1
3481,una playa,1
3482,playa #Bitcoin,1
3483,#Bitcoin 🇸🇻,1
3484,🇸🇻 https://t.co/HVkgb5BV1S,1
3485,#Bitcoin sponsored,1
3486,sponsored car,1
3487,car in,1
3488,in 1st,1
3489,1st place,1
3490,place in,1
3491,the South,1
3492,South American,1
3493,American TCR,1
3494,TCR series!,1
3495,series! 🙌,1
3496,🙌 https://t.co/LI0kEX6KZD,1
3497,Wow. #bitcoin,1
3498,#bitcoin miners,1
3499,miners leaving,1
3500,"leaving China,",1
3501,"China, deploying",1
3502,deploying everywhere,1
3503,everywhere else.,1
3504,else. https://t.co/z0nW5zK87A,1
3505,We are,1
3506,are giving,1
3507,giving out,1
3508,out $10,1
3509,$10 in,1
3510,#bitcoin to,1
3511,the waiters,1
3512,waiters and,1
3513,and $20,1
3514,$20 to,1
3515,the managers,1
3516,managers in,1
3517,in this,1
3518,this amazing,1
3519,amazing restaurant,1
3520,restaurant called,1
3521,called La,1
3522,La Pampa,1
3523,Pampa in,1
3524,in San,1
3525,"San Salvador,",1
3526,"Salvador, El",1
3527,🇸🇻 Bitcoin,1
3528,Bitcoin will,1
3529,will bring,1
3530,bring riches,1
3531,riches to,1
3532,to #ElSalvador,1
3533,#ElSalvador @romanmartinezc,1
3534,@romanmartinezc @nayibbukele,1
3535,@nayibbukele @jorgebitcoinES,1
3536,@jorgebitcoinES @Bitcoinbeach,1
3537,@Bitcoinbeach @DocumentingBTC,1
3538,@DocumentingBTC https://t.co/dXhdgRztRs,1
3539,Someone just,1
3540,just sent,1
3541,sent $61m,1
3542,$61m #Bitcoin,1
3543,#Bitcoin Total,1
3544,Total cost:,1
3545,cost: $8.42,1
3546,$8.42 Try,1
3547,Try that,1
3548,that with,1
3549,with gold!,1
3550,Given the,1
3551,the growth,1
3552,growth of,1
3553,this will,1
3554,will prove,1
3555,prove to,1
3556,a TRILLION,1
3557,TRILLION dollar,1
3558,dollar mistake,1
3559,mistake by,1
3560,by China,1
3561,China -,1
3562,- @Michael_Saylor,2
3563,@Michael_Saylor 💯,1
3564,💯 ✊,1
3565,"is Bitcoin,",1
3566,"Bitcoin, but",1
3567,but the,1
3568,the crypto,2
3569,crypto market,2
3570,market all,1
3571,all follows,1
3572,follows Bitcoin.,1
3573,Bitcoin. Historically,1
3574,Historically all,1
3575,all crypto,1
3576,crypto does,1
3577,does is,1
3578,is this,1
3579,this hype,1
3580,hype thing,1
3581,thing and,1
3582,and this,1
3583,this crash,1
3584,"crash thing,",1
3585,"thing, over",1
3586,over and,1
3587,and over,1
3588,over again.,1
3589,again. If,1
3590,you bought,1
3591,bought any,1
3592,"any crypto,",1
3593,"crypto, this",1
3594,you signed,1
3595,signed up,1
3596,up for.,1
3597,for. I,1
3598,I know,1
3599,the ride,1
3600,ride is,1
3601,is new,1
3602,new for,1
3603,for some,1
3604,"some folks,",1
3605,"folks, but",1
3606,but it's,1
3607,it's not,1
3608,not new,1
3609,new in,1
3610,in history.,1
3611,history. https://t.co/h6YExuFOmo,1
3612,Today I,1
3613,I sold,1
3614,sold my,1
3615,my TESLA,1
3616,TESLA and,1
3617,and bought,1
3618,bought 2.24,1
3619,2.24 #bitcoin,1
3620,#bitcoin https://t.co/seGJpvncs5,1
3621,Say Goodbye,1
3622,Goodbye To,1
3623,To Bitcoin,1
3624,Bitcoin And,1
3625,And Say,1
3626,Say Hello,1
3627,Hello To,1
3628,To The,1
3629,The Digital,1
3630,Digital Dollar,1
3631,Dollar https://t.co/4EyL3O9dUW,1
3632,https://t.co/4EyL3O9dUW https://t.co/qg1OE52fbD,1
3633,$250 in,1
3634,hit 240k,1
3635,240k today.,1
3636,Long overdue:,1
3637,overdue: #bitcoin,1
3638,#bitcoin +20%,1
3639,+20% daily,1
3640,daily return,1
3641,return (last:,1
3642,(last: July,1
3643,July &amp;,1
3644,&amp; Dec,1
3645,Dec 2017),1
3646,2017) https://t.co/AXtj4khGEW,1
3647,"""The way",1
3648,way that,1
3649,that #Bitcoin,1
3650,mining works,1
3651,works is,1
3652,most energy,2
3653,energy efficient,2
3654,efficient way,1
3655,a trusted,1
3656,trusted digital,1
3657,property network.,1
3658,network. You,1
3659,You put,1
3660,put in,1
3661,in $1,2
3662,$1 you,1
3663,you get,1
3664,out $200,1
3665,$200 of,1
3666,of value,1
3667,value on,1
3668,on Bitcoin.,1
3669,Bitcoin. If,1
3670,If Google,1
3671,Google puts,1
3672,puts in,1
3673,$1 of,1
3674,of energy,1
3675,energy they'd,1
3676,they'd get,1
3677,out $10.,1
3678,$10. It's,1
3679,It's the,1
3680,"efficient industry.""",1
3681,"industry."" -@michael_saylor",1
3682,-@michael_saylor https://t.co/CiJxL363Jv,1
3683,And just,1
3684,just like,1
3685,"like that,",1
3686,"that, Skraps",1
3687,Skraps is,1
3688,is live.,1
3689,live. Download,1
3690,Download on,1
3691,the App,1
3692,App Store,1
3693,Store today,1
3694,today 😀,1
3695,😀 Invest,1
3696,Invest your,1
3697,your spare,1
3698,spare change,1
3699,change into,1
3700,into #Bitcoin,1
3701,#Bitcoin with,1
3702,with #SkrapsApp.,1
3703,#SkrapsApp. https://t.co/nncZXkiEJO,1
3704,People worried,1
3705,worried about,2
3706,about #bitcoin,2
3707,#bitcoin https://t.co/PRV7lo4uIm,1
3708,Banks closed.,1
3709,closed. Stock,1
3710,Stock market,1
3711,market closed.,1
3712,closed. Bitcoin,1
3713,Bitcoin open.,1
3714,Bitcoin drops,1
3715,drops to,1
3716,"to 3k,",1
3717,"3k, everyone",1
3718,everyone sells.,1
3719,sells. Bitcoin,1
3720,Bitcoin smashes,1
3721,"smashes $100,000",1
3722,"$100,000 and",1
3723,and everyone,2
3724,everyone buys.,1
3725,#EconWatch: As,1
3726,As #ElSalvador,1
3727,#ElSalvador adopts,1
3728,"adopts #Bitcoin,",1
3729,"#Bitcoin, 5",1
3730,5 other,1
3731,other Latin,1
3732,Latin American,1
3733,American countries,1
3734,countries are,1
3735,are considering,1
3736,considering similar,1
3737,similar initiatives.,1
3738,initiatives. Like,1
3739,Like El,1
3740,"El Salvador,",1
3741,"Salvador, all",1
3742,of these,1
3743,these countries,1
3744,countries score,1
3745,score extremely,1
3746,extremely poorly,1
3747,poorly on,1
3748,global corruption,1
3749,corruption indices.,1
3750,indices. #BTC,1
3751,#BTC is,1
3752,is highly,1
3753,highly correlated,1
3754,correlated with,1
3755,with high,1
3756,high levels,1
3757,levels of,1
3758,of corruption.,1
3759,corruption. https://t.co/EGToWp2bPk,1
3760,Lebanese elites,1
3761,elites moved,1
3762,moved +$4,1
3763,+$4 Billion,1
3764,Billion into,1
3765,into Swiss,1
3766,Swiss accounts,1
3767,accounts last,1
3768,last year,1
3769,year while,1
3770,while regular,1
3771,regular people,1
3772,people couldn’t,1
3773,couldn’t withdraw,1
3774,withdraw $100,1
3775,$100 as,1
3776,as the,1
3777,the currency,1
3778,currency collapsed.,1
3779,collapsed. #Bitcoin,1
3780,this. https://t.co/BDr6RFg1uI,1
3781,The effect,1
3782,effect of,1
3783,market on,1
